iter	RMSE
214	3.976253088
215	3.961915417
216	3.946566871
217	3.931734147
218	3.919303202
219	3.90415848
220	3.887774143
221	3.87686645
222	3.867188883
223	3.853564283
224	3.841743626
225	3.827491559
226	3.813333363
227	3.801419614
228	3.787383164
229	3.774215922
230	3.758127118
231	3.740999097
232	3.732152727
233	3.719079881
234	3.710068818
235	3.695273257
236	3.682741682
237	3.668850559
238	3.658826977
239	3.646610912
240	3.632592549
241	3.620012714
242	3.609116531
243	3.597436686
244	3.584857158
245	3.573678407
246	3.558786906
247	3.545845983
248	3.533443299
249	3.521426931
250	3.508629896
251	3.49691307
252	3.484766866
253	3.478331953
254	3.466742763
255	3.457747853
256	3.446350337
257	3.435302339
258	3.426048849
259	3.411202993
260	3.402780849
261	3.393802354
262	3.383787798
263	3.373118452
264	3.360750315
265	3.351159997
266	3.340886477
267	3.330042763
268	3.32273833
269	3.31196878
270	3.301126998
271	3.291585079
272	3.280979388
273	3.271073287
274	3.26227002
275	3.256852853
276	3.247805817
277	3.240029395
278	3.23120181
279	3.222806201
280	3.213575157
281	3.206182082
282	3.200410263
283	3.194879033
284	3.186035396
285	3.17823967
286	3.169239993
287	3.162897898
288	3.153074212
289	3.144363183
290	3.134079859
291	3.129362888
292	3.122697781
293	3.114892738
294	3.110158272
295	3.103558671
296	3.094453999
297	3.08393702
298	3.074278678
299	3.070744479
300	3.063533168
301	3.057101125
302	3.045882493
303	3.038741002
304	3.03162722
305	3.024030426
306	3.015632059
307	3.005777199
308	2.999872723
309	2.994753564
310	2.988595981
311	2.979439163
312	2.975560768
313	2.966396564
314	2.960369087
315	2.95229311
316	2.945250042
317	2.934870552
318	2.926682502
319	2.920519409
320	2.914023519
321	2.908761683
322	2.901743083
323	2.894059
324	2.888621361
325	2.882918794
326	2.875822442
327	2.867400142
328	2.858252624
329	2.849999581
330	2.844610222
331	2.837844841
332	2.828616366
333	2.823871677
334	2.817295668
335	2.811942587
336	2.804056699
337	2.797324992
338	2.788600479
339	2.78511454
340	2.777837776
341	2.770698075
342	2.766550566
343	2.761240141
344	2.756579125
345	2.750261176
346	2.740492218
347	2.735477441
348	2.727173716
349	2.719936337
350	2.71398512
351	2.708463009
352	2.702944352
353	2.698375191
354	2.692060517
355	2.685530094
356	2.679712285
357	2.673569285
358	2.668141144
359	2.660105853
360	2.653468352
361	2.647135317
362	2.640937992
363	2.63564907
364	2.631369041
365	2.626507123
366	2.620168405
367	2.613528505
368	2.609807741
369	2.603401438
370	2.596174802
371	2.593277161
372	2.587103295
373	2.581906636
374	2.575245879
375	2.569407292
376	2.565000106
377	2.560766461
378	2.55420243
379	2.546212943
380	2.539894915
381	2.533559202
382	2.528891146
383	2.525406623
384	2.519008519
385	2.51641525
386	2.510028529
387	2.50450387
388	2.499363016
389	2.49496568
390	2.490738904
391	2.486927938
392	2.47981414
393	2.474723636
394	2.469169502
395	2.463973865
396	2.460439016
397	2.454795069
398	2.451094634
399	2.44650039
400	2.44050227
401	2.435824868
402	2.431765934
403	2.426442961
404	2.42106519
405	2.417312447
406	2.413578604
407	2.407789567
408	2.400963199
409	2.396627746
410	2.39089591
411	2.386911927
412	2.38081461
413	2.375798446
414	2.371475324
415	2.366239389
416	2.361952021
417	2.356546604
418	2.353696472
419	2.351653673
420	2.344935457
421	2.338355888
422	2.334431301
423	2.330462945
424	2.324699097
425	2.321340759
426	2.316388311
427	2.310956141
428	2.306504788
429	2.300684975
430	2.29539277
431	2.289851786
432	2.284245745
433	2.278816789
434	2.27251337
435	2.268949855
436	2.263891677
437	2.25918082
438	2.253734611
439	2.248175074
440	2.244115811
441	2.239561681
442	2.233883995
443	2.227425587
444	2.222954221
445	2.217137633
446	2.212134505
447	2.208694824
448	2.205089333
449	2.201127472
450	2.198383683
451	2.194435784
452	2.19065338
453	2.186829788
454	2.183145981
455	2.177955511
456	2.172946633
457	2.167611353
458	2.163046026
459	2.159648181
460	2.154958465
461	2.150706417
462	2.146819019
463	2.141954026
464	2.137938426
465	2.134464352
466	2.131237194
467	2.127426878
468	2.123559421
469	2.118608132
470	2.114567421
471	2.110405266
472	2.107593863
473	2.102331007
474	2.10001721
475	2.096072758
476	2.091681598
477	2.08518163
478	2.083378822
479	2.0787404
480	2.073029336
481	2.069717046
482	2.066352438
483	2.062906776
484	2.058775429
485	2.055944321
486	2.052037495
487	2.046529293
488	2.042299025
489	2.040055223
490	2.035321595
491	2.030439984
492	2.027759905
493	2.023322525
494	2.018491367
495	2.015406318
496	2.009546161
497	2.005586883
498	2.001743956
499	1.998492715
500	1.99240738
501	1.989007102
502	1.986234336
503	1.98267212
504	1.980214293
505	1.976507259
506	1.971878579
507	1.968702121
508	1.964242204
509	1.958420437
510	1.95565029
511	1.952111105
512	1.950527683
513	1.948039759
514	1.943679621
515	1.939534399
516	1.936795588
517	1.93309713
518	1.930314322
519	1.927888116
520	1.924560426
521	1.918886658
522	1.915368843
523	1.911031057
524	1.906455759
525	1.903214625
526	1.898275676
527	1.895018598
528	1.891040139
529	1.888236303
530	1.884024049
531	1.882008643
532	1.878209325
533	1.874271709
534	1.872283028
535	1.867287069
536	1.862423414
537	1.859894724
538	1.858133972
539	1.854972918
540	1.851891455
541	1.848311799
542	1.845310303
543	1.838854792
544	1.83489984
545	1.830589796
546	1.827455845
547	1.824894451
548	1.821419676
549	1.817834528
550	1.815622569
551	1.81354717
552	1.810064664
553	1.807431149
554	1.803833968
555	1.800556753
556	1.797242356
557	1.794272609
558	1.792123346
559	1.788201837
560	1.786002362
561	1.783483884
562	1.780086576
563	1.775938985
564	1.773612204
565	1.770321072
566	1.767761972
567	1.763211287
568	1.759942748
569	1.757486712
570	1.755261196
571	1.751615689
572	1.748773908
573	1.745606939
574	1.741969433
575	1.738977657
576	1.73569077
577	1.733044857
578	1.729224125
579	1.72736272
580	1.724062854
581	1.71998641
582	1.716618527
583	1.714893859
584	1.713475483
585	1.707998789
586	1.70606589
587	1.702469792
588	1.700340251
589	1.698621965
590	1.695120936
591	1.693071025
592	1.690000802
593	1.68547498
594	1.683300126
595	1.680772051
596	1.677980008
597	1.674469127
598	1.67122976
599	1.669299675
600	1.667938812
601	1.665423016
602	1.663666814
603	1.661133912
604	1.659084199
605	1.657176009
606	1.654669566
607	1.650888176
608	1.648900485
609	1.646814527
610	1.64406638
611	1.642358613
612	1.640508543
613	1.638215834
614	1.635617104
615	1.63294813
616	1.631100159
617	1.628858483
618	1.626436599
619	1.623941104
620	1.620151023
621	1.617687395
622	1.614636983
623	1.611413981
624	1.608058201
625	1.604397657
626	1.600768559
627	1.597010071
628	1.594973361
629	1.592831144
630	1.591054904
631	1.58863927
632	1.586224999
633	1.583767419
634	1.58036815
635	1.57846857
636	1.576169853
637	1.574319165
638	1.570920799
639	1.567944876
640	1.56389856
641	1.562556555
642	1.559298542
643	1.556988293
644	1.554433838
645	1.552274719
646	1.550084418
647	1.548145796
648	1.546564607
649	1.543991397
650	1.540854086
651	1.539176543
652	1.537817104
653	1.536153349
654	1.533960312
655	1.531819166
656	1.528848308
657	1.525836496
658	1.522667078
659	1.519488182
660	1.518432148
661	1.5166718
662	1.514414906
663	1.51186512
664	1.510232642
665	1.507461118
666	1.504672042
667	1.502400333
668	1.499614925
669	1.497370406
670	1.495426138
671	1.493087199
672	1.489028864
673	1.486883901
674	1.484793924
675	1.482101864
676	1.479868312
677	1.477743554
678	1.474839932
679	1.473652899
680	1.471015438
681	1.469275672
682	1.467102637
683	1.465075603
684	1.461681075
685	1.459023746
686	1.457030867
687	1.454850293
688	1.452833828
689	1.450000852
690	1.448579877
691	1.445960763
692	1.44256623
693	1.440365356
694	1.43720719
695	1.433520157
696	1.430923115
697	1.428508319
698	1.424758354
699	1.421560538
700	1.420032575
701	1.416686784
702	1.414308102
703	1.412406063
704	1.409972668
705	1.408123033
706	1.404933408
707	1.402654639
708	1.400439272
709	1.398338618
710	1.396833034
711	1.395146002
712	1.39303326
713	1.391025435
714	1.388513138
715	1.386619507
716	1.384065611
717	1.381753618
718	1.378943787
719	1.375817774
720	1.37228912
721	1.369431536
722	1.367103916
723	1.364140511
724	1.362465664
725	1.359046368
726	1.356613563
727	1.354003115
728	1.351850216
729	1.349246586
730	1.346060337
731	1.344037845
732	1.341307958
733	1.338171164
734	1.334814571
735	1.332585998
736	1.330745917
737	1.328859943
738	1.32644889
739	1.324361307
740	1.32237871
741	1.320751477
742	1.319259123
743	1.317207619
744	1.314343646
745	1.312482061
746	1.309806758
747	1.307532784
748	1.3058456
749	1.302686476
750	1.300367898
751	1.297506112
752	1.295973341
753	1.294356209
754	1.293264182
755	1.291935912
756	1.289370498
757	1.286235237
758	1.283980162
759	1.281433533
760	1.279170498
761	1.275875018
762	1.274379407
763	1.27214277
764	1.270270026
765	1.268264439
766	1.26672315
767	1.2648731
768	1.26347284
769	1.261565049
770	1.259174628
771	1.257983785
772	1.256632661
773	1.254672857
774	1.252342308
775	1.251107768
776	1.248775467
777	1.246880462
778	1.245785332
779	1.244201367
780	1.242951182
781	1.2412532
782	1.239816924
783	1.237110045
784	1.235450895
785	1.233245935
786	1.230995678
787	1.229942355
788	1.228589412
789	1.227497669
790	1.225337438
791	1.223840044
792	1.222471955
793	1.220346937
794	1.21782428
795	1.21645525
796	1.214962087
797	1.212979116
798	1.210817075
799	1.209190763
800	1.207081881
801	1.205673459
802	1.20344424
803	1.201504396
804	1.199590907
805	1.198292902
806	1.196684732
807	1.193832872
808	1.192453073
809	1.190416521
810	1.18858384
811	1.186799324
812	1.184530286
813	1.18339493
814	1.18167155
815	1.180093887
816	1.178560086
817	1.176869527
818	1.175491964
819	1.173275116
820	1.170884188
821	1.169372981
822	1.167285447
823	1.165383623
824	1.162868816
825	1.161466879
826	1.159533701
827	1.157676055
828	1.155420919
829	1.153904054
830	1.15198202
831	1.150251828
832	1.148211987
833	1.14624361
834	1.144290763
835	1.142085457
836	1.140066051
837	1.138383042
838	1.137348337
839	1.135801821
840	1.134036277
841	1.132512454
842	1.130906738
843	1.130066845
844	1.128005864
845	1.125068867
846	1.123234681
847	1.121840115
848	1.120127904
849	1.118754708
850	1.11718654
851	1.115569476
852	1.114556466
853	1.113048274
854	1.112145726
855	1.110907129
856	1.108800328
857	1.106967403
858	1.105797809
859	1.10389129
860	1.102394791
861	1.099824377
862	1.098619676
863	1.097593663
864	1.095939017
865	1.093887494
866	1.092582359
867	1.091006273
868	1.089507275
869	1.089000766
870	1.088145788
871	1.086857913
872	1.085784404
873	1.084148145
874	1.082671544
875	1.081541099
876	1.080748482
877	1.07842808
878	1.076672429
879	1.075126319
880	1.073594659
881	1.07222293
882	1.070445769
883	1.068531817
884	1.067265705
885	1.066592153
886	1.065348054
887	1.063885471
888	1.063130531
889	1.062112559
890	1.059814533
891	1.058783189
892	1.057284154
893	1.055601009
894	1.054007091
895	1.052428193
896	1.051483235
897	1.049799043
898	1.047729078
899	1.046691157
900	1.04599922
901	1.044374733
902	1.042462315
903	1.041140895
904	1.038876489
905	1.036843767
906	1.035196117
907	1.033540465
908	1.031520004
909	1.030034044
910	1.029013841
911	1.027598133
912	1.025802357
913	1.025110724
914	1.02333658
915	1.020861066
916	1.018473405
917	1.017419928
918	1.015435097
919	1.013457141
920	1.012036312
921	1.010866846
922	1.009823484
923	1.008465075
924	1.007327262
925	1.005575228
926	1.00423083
927	1.002744085
928	1.001812745
929	1.001127648
930	0.9999438234
931	0.9985352698
932	0.9973319198
933	0.996657815
934	0.9954766915
935	0.993892119
936	0.9920818147
937	0.9909508432
938	0.989463646
939	0.9879636917
940	0.986438807
941	0.985098228
942	0.9842143358
943	0.9831009096
944	0.9817731577
945	0.9809903421
946	0.9794000391
947	0.9782673863
948	0.9772473432
949	0.9763591674
950	0.9753785661
951	0.973910685
952	0.9727838911
953	0.9713873797
954	0.9700588799
955	0.9694920599
956	0.9680411988
957	0.9666489493
958	0.9654075887
959	0.9642232614
960	0.9629274632
961	0.9616483211
962	0.9604850684
963	0.9589761103
964	0.9573300543
965	0.9557981536
966	0.9544142799
967	0.9530844208
968	0.9515325713
969	0.9498867519
970	0.9486618892
971	0.9477021175
972	0.9469440798
973	0.9459530345
974	0.9446903541
975	0.9432158758
976	0.9416894201
977	0.9402446625
978	0.9391950807
979	0.9380559445
980	0.9369502107
981	0.9355545747
982	0.9344534144
983	0.9332978627
984	0.9319916161
985	0.9312773072
986	0.9303946518
987	0.9292619534
988	0.9274863714
989	0.926470183
990	0.9252805928
991	0.9246764267
992	0.9237628452
993	0.922278178
994	0.9211244966
995	0.9202493547
996	0.9185709503
997	0.9176658067
998	0.916877932
999	0.916114657
